20	0	0
20	19	-2
20	23	-3
20	19	-4
20	13	-4
20	9	-5
20	7	-6
20	6	-6
20	8	-6
20	10	-7
20	14	-9
20	19	-12
20	21	-16
20	6	-4
20	-14	30
20	-28	110
20	-37	16
20	-34	6
20	-36	6
20	-17	3
20	29	-37
20	15	-59
20	8	-14
20	8	-2
20	7	0
20	5	-2
20	-4	-8
20	-34	10
20	13	15
20	7	-4
20	15	-19
20	77	-44
20	-10	16
20	-55	77
20	-13	18
20	-3	4
20	1	1
20	3	-1
20	6	-2
20	6	-3
20	6	-3
20	5	-3
20	5	-3
20	4	-3
20	3	-3
20	3	-3
20	2	-3
20	1	-3
20	0	-3
20	-1	-2
20	-3	-2
20	-5	-1
20	-7	0
